,Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
1977,Renault Duster 110PS Diesel RxZ,2013,63295,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5.0,125058150.0
1979,Hyundai Elantra CRDi SX,2012,125928,Diesel,Manual,First,22.7 kmpl,1582 CC,126.24 bhp,5.0,184815000.0
1983,Maruti Celerio VXI,2014,41123,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5.0,69819000.0
1987,Maruti Swift Dzire Tour LDI,2018,12000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,112942500.0
1992,Maruti Ertiga VDI,2012,82085,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7.0,133477500.0
1993,Ford Figo Petrol ZXI,2011,68465,Petrol,Manual,First,15.6 kmpl,1196 CC,70 bhp,5.0,60578250.0
1996,Honda City 1.5 S MT,2009,65055,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,56471250.0
2005,Audi A4 2.0 TDI,2013,82002,Diesel,Automatic,Second,16.55 kmpl,1968 CC,147.51 bhp,5.0,359362500.0
2009,Hyundai Grand i10 Asta Option,2016,25000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,102675000.0
2011,Renault KWID RXT,2017,25000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,61399650.00000001
2012,Honda City 1.5 S MT,2011,95936,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,84193500.0
2015,Maruti Swift VDI BSIV,2014,44282,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,123004650.0
2017,Jaguar XF 2.2 Litre Luxury,2013,31400,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5.0,549311250.0
2020,Ford Figo Petrol ZXI,2014,21727,Petrol,Manual,First,15.6 kmpl,1196 CC,70.02 bhp,5.0,68792250.0
2023,Renault Duster 110PS Diesel RxL,2014,73557,Diesel,Manual,First,19.6 kmpl,1461 CC,108.45 bhp,5.0,159146250.0
2027,Maruti Wagon R LXI,2006,101000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5.0,30802500.0
2032,Volkswagen Polo Diesel Trendline 1.2L,2011,66035,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,51132150.00000001
2033,Toyota Etios G,2015,190000,Petrol,Manual,Second,16.78 kmpl,1496 CC,88.73 bhp,5.0,79059750.0
2034,Ford Ecosport 1.5 DV5 MT Titanium,2014,85670,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,128343750.0
2035,Hyundai Grand i10 CRDi Magna,2015,35000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,100210800.0
2038,Hyundai EON Era Plus,2012,60000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,40864650.0
2039,Hyundai i10 Magna 1.2,2010,70600,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,57498000.0
2044,Audi A4 2.0 TDI,2013,67000,Diesel,Automatic,First,16.55 kmpl,1968 CC,147.51 bhp,5.0,297757500.0
2047,Hyundai Grand i10 AT Asta,2017,22526,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5.0,156066000.0
2051,Maruti Alto LXi,2011,75000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,43123500.0
2052,Renault Duster 110PS Diesel RxZ,2013,58000,Diesel,Manual,Second,19.01 kmpl,1461 CC,108.45 bhp,5.0,106782000.0
2064,Hyundai Creta 1.6 CRDi SX Option,2015,41000,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,244366500.0
2067,Maruti Swift Dzire VXi,2008,56230,Petrol,Manual,Second,17.5 kmpl,1298 CC,85.8 bhp,5.0,49284000.0
2069,Mahindra XUV500 W8 2WD,2014,70669,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,184815000.0
2070,Maruti Alto K10 2010-2014 VXI,2012,69000,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5.0,43123500.0
2071,Chevrolet Beat LT,2011,65000,Petrol,Manual,Second,18.6 kmpl,1199 CC,79.4 bhp,5.0,51337500.0
2076,Honda City i DTEC SV,2014,40000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5.0,91380750.0
2077,Chevrolet Beat LT,2010,26000,Petrol,Manual,First,18.6 kmpl,1199 CC,79.4 bhp,5.0,30802500.0
2078,Audi A4 2.0 TDI Multitronic,2011,105000,Diesel,Automatic,Second,16.55 kmpl,1968 CC,140 bhp,5.0,297757500.0
2081,Honda City i VTEC CVT VX,2015,32896,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,182761500.0
2082,Hyundai i10 Sportz 1.2,2012,45000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,74952750.0
2084,Audi A4 2.0 TDI,2013,45200,Diesel,Automatic,First,16.55 kmpl,1968 CC,147.51 bhp,5.0,277222500.0
2092,Ford Figo Diesel ZXI,2013,71336,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,84193500.0
2093,Toyota Innova 2.5 V Diesel 7-seater,2006,196000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7.0,128343750.0
2098,Hyundai Grand i10 1.2 Kappa Sportz,2015,20780,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,88300500.0
2105,Maruti Alto 800 LXI,2013,86000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,49489350.0
2108,Mahindra XUV500 W8 2WD,2016,41840,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,277633200.0
2112,Hyundai Creta 1.6 CRDi SX,2015,83950,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,204323250.0
2116,Maruti Alto LXi,2011,76976,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5.0,44150250.0
2118,Mahindra XUV500 W10 2WD,2015,62000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,210483750.0
2121,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,2018,24465,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,810105750.0
2122,Honda City i VTEC SV,2014,55000,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,119924400.0
2125,Hyundai i10 Sportz,2008,84000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,51337500.0
2137,Maruti Wagon R LXI,2012,52618,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,65712000.0
2138,Maruti Ertiga ZDI,2013,68000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7.0,99594750.0
2143,Hyundai EON D Lite Plus,2015,31412,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,70229700.0
2146,Volkswagen Vento Diesel Highline,2011,80000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,97541250.0
2148,Hyundai EON D Lite Plus,2013,54884,Petrol,Manual,Second,21.1 kmpl,814 CC,55.2 bhp,5.0,75774150.0
2151,Maruti Swift VDI,2013,84000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,116022750.0
2152,Maruti Ritz VDi,2011,77400,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5.0,51337500.0
2154,Renault Duster 110PS Diesel RxZ,2014,52108,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5.0,112737150.0
2155,Maruti Swift Dzire VXI,2013,40000,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5.0,72899250.0
2156,Toyota Innova 2.5 VX (Diesel) 7 Seater,2014,105044,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,220751250.0
2159,Mahindra XUV500 W8 2WD,2014,49663,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,172904700.0
2161,Jaguar XF 2.2 Litre Luxury,2016,13418,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5.0,690592050.0
2165,Audi A6 2011-2015 2.0 TDI Premium Plus,2014,66882,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,513785700.0
2168,Volkswagen Polo Petrol Comfortline 1.2L,2015,34010,Petrol,Manual,Third,16.47 kmpl,1198 CC,73.9 bhp,5.0,101648250.0
2170,Honda City V MT,2011,84000,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,5.0,66738750.0
2172,Mahindra XUV500 W6 2WD,2016,67995,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,240875550.0
2177,Maruti Alto 800 LXI,2015,96000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,51337500.0
2179,Honda City i VTEC CVT VX,2015,50000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,152164350.0
2181,Maruti Alto LXi,2008,26299,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,24642000.0
2184,Ford Figo Diesel Titanium,2013,65000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,80086500.0
2186,Hyundai Verna 1.6 SX,2012,92000,Diesel,Manual,Third,22.32 kmpl,1582 CC,126.32 bhp,5.0,82140000.0
2188,Maruti Ritz VDi,2013,73278,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5.0,103701750.0
2195,Maruti Wagon R VXI,2016,16956,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5.0,73926000.0
2200,Maruti Wagon R VXI,2010,38000,Petrol,Manual,Second,22.5 kmpl,998 CC,67.04 bhp,5.0,35936250.0
2208,Maruti Wagon R VXI,2015,45295,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,88300500.0
2211,Mercedes-Benz New C-Class 220 CDI AT,2013,40100,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,5.0,297757500.0
2212,Maruti Alto 800 2016-2019 LXI,2013,56000,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5.0,43123500.0
2213,Maruti Swift VXI,2012,15000,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5.0,74952750.0
2218,Toyota Fortuner 4x2 Manual,2015,73500,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,7.0,451770000.0
2221,Volkswagen Polo Petrol Comfortline 1.2L,2011,46000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,62631750.0
2222,Volkswagen Polo Petrol Comfortline 1.2L,2010,65000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,49284000.0
2225,Mahindra XUV500 W8 2WD,2014,67000,Diesel,Manual,Second,15.1 kmpl,2179 CC,140 bhp,7.0,147852000.0
2226,Hyundai Grand i10 AT Asta,2016,18000,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5.0,110889000.0
2227,Ford Ecosport 1.5 DV5 MT Titanium Optional,2015,56409,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,136147050.0
2230,Honda City 1.5 V MT,2010,45008,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,61605000.0
2232,Volkswagen Vento Petrol Highline,2011,57328,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,5.0,69613650.0
2233,Toyota Innova Crysta 2.8 ZX AT,2017,35358,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,472099649.99999994
2234,Hyundai i20 Magna,2009,46946,Petrol,Manual,Second,18.5 kmpl,1197 CC,80 bhp,5.0,48257250.0
2235,Maruti Ritz VDi,2012,39772,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5.0,58524750.0
2236,Audi A6 2011-2015 2.0 TDI Premium Plus,2014,58000,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,379897500.0
2240,Audi A4 2.0 TDI,2014,60000,Diesel,Automatic,First,16.55 kmpl,1968 CC,147.51 bhp,5.0,492840000.0
2241,Maruti Swift Dzire VXI,2015,33195,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5.0,128549100.0
2246,Volkswagen Vento Diesel Highline,2012,50000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,112942500.0
2247,Maruti Swift Dzire VXI,2014,33485,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5.0,73720650.0
2249,Honda City 1.5 V MT,2009,71400,Petrol,Manual,Third,17.0 kmpl,1497 CC,118 bhp,5.0,78033000.0
2255,Maruti Alto 800 2016-2019 LXI,2016,60000,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5.0,54417750.0
2260,BMW 5 Series 520d Luxury Line,2012,95000,Diesel,Automatic,Second,22.48 kmpl,1995 CC,190 bhp,5.0,359362500.0
2266,Toyota Fortuner 3.0 Diesel,2009,149706,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7.0,225885000.0
2272,Ford Figo Diesel Titanium,2011,95000,Diesel,Manual,Third,20.0 kmpl,1399 CC,68 bhp,5.0,48257250.0
2273,Honda Amaze S i-Dtech,2014,52000,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,5.0,84193500.0
2274,Renault Duster 110PS Diesel RxZ,2012,135000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5.0,110889000.0
2279,Mahindra Ssangyong Rexton RX7,2015,67415,Diesel,Automatic,First,11.18 kmpl,2696 CC,184 bhp,7.0,226501050.0
2280,Maruti Celerio VXI,2016,25562,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5.0,71872500.0
2281,Hyundai i20 Sportz 1.2,2016,30292,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,129370500.0
2284,Audi A4 2.0 TDI 177 Bhp Premium Plus,2013,87000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5.0,318292500.0
2285,Honda Amaze S i-Vtech,2015,52513,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,95487750.0
2287,Maruti Alto K10 2010-2014 VXI,2013,90121,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5.0,45177000.0
2290,Maruti Swift VDI,2016,62192,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,107192700.0
2296,Hyundai i20 Sportz 1.4 CRDi,2014,55000,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,115817400.0
2298,Audi A4 2.0 TDI,2011,85000,Diesel,Automatic,First,16.55 kmpl,1968 CC,147.51 bhp,5.0,286463250.0
2302,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,2017,36458,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,5.0,253401900.0
2307,Maruti Alto LXi BSIII,2008,68000,Petrol,Manual,Third,19.7 kmpl,796 CC,46.3 bhp,5.0,24642000.0
2314,Honda City i VTEC V,2015,28005,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,145798500.0
2315,Maruti Swift VXI BSIV,2017,13000,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5.0,95487750.0
2317,Hyundai i20 Sportz 1.2,2015,50000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,101648250.0
2318,Mahindra XUV500 W8 2WD,2014,55000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,201243000.0
2324,Ford EcoSport 1.5 TDCi Titanium,2014,72563,Diesel,Manual,Second,22.77 kmpl,1498 CC,98.59 bhp,5.0,102675000.0
2329,Volkswagen Polo 1.5 TDI Highline,2015,63000,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5.0,104933850.0
2332,Mahindra Ssangyong Rexton RX7,2013,61202,Diesel,Automatic,First,11.18 kmpl,2696 CC,184 bhp,7.0,297757500.0
2337,Hyundai i10 Sportz,2012,42591,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,65712000.0
2339,Honda Amaze S i-Dtech,2014,48000,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,5.0,92407500.0
2345,Maruti Swift VDI,2014,85512,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,119103000.0
2348,Mahindra XUV500 W8 2WD,2015,36096,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,181734750.0
2349,Chevrolet Beat LS,2010,111111,Petrol,Manual,Second,18.6 kmpl,1199 CC,79.4 bhp,5.0,41070000.0
2351,Hyundai Grand i10 Asta,2014,44300,Petrol,Manual,Second,18.9 kmpl,1197 CC,82 bhp,5.0,47230500.0
2352,Renault Duster 110PS Diesel RxZ,2014,74500,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5.0,163253250.0
2354,Hyundai i10 Sportz,2012,59000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,58524750.0
2358,Hyundai Verna 1.6 SX CRDi (O),2013,47000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,89327250.0
2360,Maruti Swift Dzire LDI,2015,53503,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,102675000.0
2361,Hyundai i10 Sportz,2014,47003,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,75363450.0
2363,Hyundai Grand i10 Asta,2018,20492,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,130191900.0
2372,Maruti Ritz VDi,2009,73000,Diesel,Manual,Second,21.1 kmpl,1248 CC,73.9 bhp,5.0,48257250.0
2373,Volkswagen Polo Diesel Comfortline 1.2L,2012,74000,Diesel,Manual,Second,22.07 kmpl,1199 CC,73.9 bhp,5.0,54417750.0
2374,Hyundai i10 Magna,2011,65423,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,64890600.0
2375,Maruti A-Star Vxi,2009,65000,Petrol,Manual,Second,19.0 kmpl,998 CC,66.1 bhp,5.0,42096750.0
2376,Maruti Wagon R LXI CNG,2013,83875,CNG,Manual,Second,26.6 km/kg,998 CC,58.16 bhp,5.0,60578250.0
2379,Hyundai EON Era Plus,2017,52000,Petrol,Manual,Second,21.1 kmpl,814 CC,55.2 bhp,5.0,71872500.0
2386,Hyundai Grand i10 CRDi Sportz,2014,25135,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,77006250.0
2387,Maruti Ertiga VDI,2017,65000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7.0,157092750.0
2388,Hyundai i20 1.2 Sportz,2013,40000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,100621500.0
2390,Skoda Superb Elegance 1.8 TSI AT,2016,56674,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5.0,288516750.0
2392,Hyundai Creta 1.6 CRDi SX,2016,51000,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,188922000.0
2394,Honda City 1.5 S MT,2008,114750,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5.0,56471250.0
2398,Hyundai i20 1.2 Sportz,2015,29634,Petrol,Manual,Second,17.0 kmpl,1197 CC,80 bhp,5.0,123210000.0
2404,Renault KWID RXT,2016,73000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,65712000.0
2406,Toyota Fortuner 4x2 Manual,2015,59000,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,7.0,472305000.0
2407,Honda City 1.5 S MT,2013,83432,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,121156500.0
2409,BMW 3 Series 320d,2012,88000,Diesel,Automatic,First,13.2 kmpl,1995 CC,170 bhp,5.0,308025000.0
2414,Volkswagen Polo 1.5 TDI Highline,2016,22000,Diesel,Manual,First,20.14 kmpl,1498 CC,88 bhp,5.0,129165150.0
2415,Honda Amaze S i-Vtech,2014,66355,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,84604200.0
2419,Honda Amaze S i-Vtech,2014,69876,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,80086500.0
2420,Toyota Fortuner 4x2 AT,2014,102000,Diesel,Automatic,Second,12.55 kmpl,2982 CC,168.5 bhp,7.0,338827500.0
2423,BMW 3 Series 320d,2013,25000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5.0,369424649.99999994
2429,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,2018,23152,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,805382700.0
2430,Hyundai i10 Magna,2007,71600,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5.0,41070000.0
2431,Toyota Fortuner 3.0 Diesel,2010,122000,Diesel,Manual,Second,11.5 kmpl,2982 CC,171 bhp,7.0,214590750.0
2433,Ford Figo Diesel ZXI,2011,60000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,46203750.0
2435,Hyundai i20 Sportz 1.2,2016,61823,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,126084900.0
2439,Honda City 1.5 S MT,2010,38446,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,53185650.0
2442,Hyundai EON Era Plus,2016,70000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,61605000.0
2443,Volkswagen Polo 1.5 TDI Highline,2012,68038,Diesel,Manual,First,20.14 kmpl,1498 CC,88 bhp,5.0,73926000.0
2445,BMW 5 Series 520d Luxury Line,2013,55000,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5.0,446636250.0
2447,Maruti Alto K10 VXI,2011,46808,Petrol,Manual,Second,24.07 kmpl,998 CC,67.1 bhp,5.0,65506650.0
2451,Maruti Swift Dzire Tour LDI,2016,80000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,92407500.0
2465,Toyota Fortuner 3.0 Diesel,2014,171000,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7.0,343961250.0
2468,Honda City 1.5 S MT,2012,66000,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5.0,91380750.0
2469,Maruti Swift Dzire LDI,2015,144000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,107808750.0
2481,Maruti Alto LXi,2007,76161,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,33882750.0
2483,Toyota Innova 2.5 V Diesel 7-seater,2011,72000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7.0,145798500.0
2485,Maruti Vitara Brezza ZDi Plus Dual Tone,2017,45362,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,192618300.00000003
2486,Hyundai Grand i10 Sportz,2016,59767,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,98157300.0
2490,Hyundai Verna 1.6 SX VTVT,2014,11000,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5.0,122183250.0
2493,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,2017,20149,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,790597500.0
2497,Maruti Swift VDI BSIV,2013,68800,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5.0,102675000.0
2500,Hyundai Santro Xing GLS,2007,69775,Petrol,Manual,Second,17.92 kmpl,1086 CC,62.1 bhp,5.0,37989750.0
2501,Maruti Swift VDI BSIV,2016,51787,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5.0,132450750.0
2503,Maruti Ertiga VDI,2014,47052,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7.0,123004650.0
2505,Audi Q7 3.0 TDI Quattro Premium Plus,2012,79000,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7.0,800865000.0
2510,BMW 3 Series 320d Luxury Line,2014,18600,Diesel,Automatic,Second,22.69 kmpl,1995 CC,190 bhp,5.0,431235000.0
2514,Hyundai Santro Xing GLS,2010,35008,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,5.0,27927600.000000004
2519,Maruti Swift VDI,2018,30000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,123210000.0
2521,Renault Duster 110PS Diesel RxL,2013,52600,Diesel,Manual,First,19.6 kmpl,1461 CC,108.45 bhp,5.0,149084100.0
2523,BMW 5 Series 2013-2017 520d Luxury Line,2016,44001,Diesel,Automatic,First,18.12 kmpl,1995 CC,190 bhp,5.0,708662850.0
2526,Hyundai i20 Sportz 1.2,2017,14001,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,118076250.0
2534,Maruti Vitara Brezza ZDi,2018,2900,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,179681250.0
2538,Maruti Wagon R LXI,2006,145000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,23615250.0
2543,BMW 3 Series 320d,2013,58000,Diesel,Automatic,First,13.2 kmpl,1995 CC,170 bhp,5.0,400432500.0
2548,Chevrolet Beat LT,2010,30000,Petrol,Manual,First,18.6 kmpl,1199 CC,79.4 bhp,5.0,32856000.0
2549,Maruti Swift Dzire VXI,2014,68218,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5.0,100621500.0
2550,Maruti Ertiga ZDI,2014,52000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7.0,122183250.0
2551,Renault Duster 85PS Diesel RxL,2015,63591,Diesel,Manual,First,20.45 kmpl,1461 CC,83.8 bhp,5.0,109862250.0
2557,Hyundai EON D Lite Plus,2013,84600,Petrol,Manual,Second,21.1 kmpl,814 CC,55.2 bhp,5.0,51337500.0
2559,Maruti Swift VDI,2012,78000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,90354000.0
2562,Toyota Fortuner 4x2 AT,2014,79000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,379897500.0
2564,Maruti Swift Dzire VDI,2014,67557,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,106165950.0
2565,Hyundai Verna 1.6 SX,2011,103814,Diesel,Manual,Second,22.32 kmpl,1582 CC,126.32 bhp,5.0,92407500.0
2567,Hyundai i10 Era,2013,56075,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,64069200.0
2568,Toyota Innova 2.5 G (Diesel) 8 Seater,2011,166000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,8.0,169413750.0
2569,Toyota Innova Crysta 2.8 ZX AT,2017,65367,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,413574900.0
2570,Toyota Innova 2.5 G (Diesel) 8 Seater,2013,114708,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8.0,258741000.0
2572,Hyundai Creta 1.6 CRDi AT SX Plus,2016,38593,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,5.0,271678050.0
2574,Volkswagen Vento Diesel Highline,2011,83000,Diesel,Manual,Second,20.54 kmpl,1598 CC,103.6 bhp,5.0,59551500.0
2576,Mahindra Ssangyong Rexton RX7,2014,91586,Diesel,Automatic,Second,11.18 kmpl,2696 CC,184 bhp,7.0,194466450.0
